No.,Manufacturer,Product Name,Source(Link),Category,Type
320,Linkind,"Linkind Matter Smart Plug, Work with Apple Home, Siri, Alexa, Google Home, SmartThings, Smart Outlet 15A/1800W Max, Smart Home Automation, APP Remote Control,Timer&Schedule, 2.4G Wi-Fi Only, 2 Pack",https://a.co/d/gRXYWav,"Lighting, Plugs and Switchs",Smart Plug
321,Lutron,Lutron - Caseta Outdoor Smart Plug - Black (PD-15OUT-BL),https://www.google.com/shopping/product/11344183629503953305?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_plugs_Lutron%20Outdoor%20Smart%20Plug,"Lighting, Plugs and Switchs",Smart Plug
322,Philips Hue,Hue Smart Plug,https://www.philips-hue.com/en-us/p/hue-smart-plug/046677552343,"Lighting, Plugs and Switchs",Smart Plug
323,Philips Hue,Hue Smart Plug | Philips,https://www.google.com/shopping/product/13329678856793670978?q=Philips+Hue+Smart+Plug&psb=1&hl=en-GB&sxsrf=ALeKk01BqAC9iJG10Zdax0hfUnBH6k1rEA%3A1620837202474&oq=Philips+Hue+Smart+Plug&gs_lcp=Cgtwcm9kdWN0cy1jYxADMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADICCAAyBAgAEBgyBAgAEBg6BwgjEOoCECc6CAgAEOoCEI8BUKJyWKJyYK51aAFwAHgAgAGxAYgBsQGSAQMwLjGYAQCgAQGgAQKwAQ_AAQE&sclient=products-cc&uact=5&utm_medium=referral&utm_content=shop-lighting-and-plugs_plugs_Philips%20Hue%20Smart%20Plug,"Lighting, Plugs and Switchs",Smart Plug
324,SONOFF,"SONOFF Zigbee Smart Plug with ETL Certified, S31 Lite 15A Smart Outlet, Zigbee Repeater, Works with SmartThings and Amazon Echo Plus, Hub Needed for Amazon Alexa 4-Pack",https://a.co/d/1mzyqXn,"Lighting, Plugs and Switchs",Smart Plug
325,Satco Starfish,"Satco S11269 Starfish 2-Inch Mini-Square On/Off WiFi Smart Plug Outlet, Works with Siri, Alexa, Google Assistant, SmartThings, White, 2 Pack",https://a.co/d/33H467F,"Lighting, Plugs and Switchs",Smart Plug
326,YNF,"YNF Smart Plug, Works with Alexa, Simple to Set Up with One Voice Command, Voice Control, Remote Control, Timer & Schedule & Group Controller, Stable Connection, Alexa Echo Required （2 Pack）",https://a.co/d/7RwuJtG,"Lighting, Plugs and Switchs",Smart Plug
327,Wemo,Wemo WiFi Smart Plug 3-Pack,https://www.google.com/shopping/product/9691729323354966188?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_plugs_Wemo%20WiFi%20Smart%20Plug%20(3%20pack),"Lighting, Plugs and Switchs",Smart Plug
328,Xiaomi,"Xiaomi Mi Smart Plug, 1-Pack, Size: 2.17 inch x 1.73 inch x 1.22 inch",https://www.google.com/shopping/product/1?q=smart+plug&prds=epd%3A11357007372675258411%2Ceto%3A11357007372675258411_0%2Cpid%3A11357007372675258411%2Crsk%3ALO_11357007372675258411&sa=X&ved=0ahUKEwj13IPJuc_2AhUwITQIHczgB1QQ9pwGCAY&utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_plugs_Xiaomi%20Mi%20Smart%20Plug,"Lighting, Plugs and Switchs",Smart Plug
329,Philips Hue,"Philips Hue Lily White & Color Outdoor Spot Light Base kit (Hue Hub required), 3 Spot Lights with power supply + mount, Works with Alexa, HomeKit & Google Assistant",https://www.amazon.com/Philips-Ambiance-Outdoor-mounting-Assistant/dp/B07DBGW73T,"Lighting, Plugs and Switchs",Smart Outdoor Lighting
330,Ring (Amazon),Ring Smart Lighting Pathlight,https://ring.com/products/smart-lighting-pathlight-solar,"Lighting, Plugs and Switchs",Smart Outdoor Lighting
331,LIFX,LIFX Z LED Strip Starter Kit,https://www.lifx.com/products/lightstrip-80-kit,"Lighting, Plugs and Switchs",Smart Outdoor Lighting
332,Sengled,Sengled Smart Outdoor String Lights 48ft,https://us.sengled.com/,"Lighting, Plugs and Switchs",Smart Outdoor Lighting
333,Govee,"Govee 32.8ft RGBIC LED Strip Lights, WiFi Color Changing LED Lights Segmented Control, Work with Alexa and Google Assistant, Music LED Lights for Bedroom, Kitchen, Party, 2x16.4ft",https://www.amazon.com/DreamColor-Govee-Wireless-Controlled-Assistant/dp/B07N1BVVC7,"Lighting, Plugs and Switchs",Smart Outdoor Lighting
334,Aqara ,"Aqara LED Ceiling Light T1M with Matter, Requires Aqara Zigbee 3.0 HUB, RGB+IC with Gradient Effects and 16 Million Colors, 40W 3450lm, 2700-6500K Tunable White, Supports HomeKit, Alexa and IFTTT",https://a.co/d/aXmvx50,"Lighting, Plugs and Switchs",Smart Ceiling Light
335,Commercial Electric,"Commercial Electric T62 5 in. or 6 in. LED Smart Recessed Zigbee Downlight
Brand: Commercial Electric",https://a.co/d/bkE28ey,"Lighting, Plugs and Switchs",Smart Ceiling Light
336,Satco Starfish,"Satco S11286 Starfish WiFi Smart LED Color-Changing and Tunable White Recessed Retrofit Downlight, 5-6 Inches",https://a.co/d/1UhRPlr,"Lighting, Plugs and Switchs",Smart Ceiling Light
337,WiZ,WiZ Color 6-Inch Smart Retrofit Downlight - Pack of 4-2700K- 6500K - 1150 Lumen - Indoor - Connects to Your Existing Wi-Fi - Control with Voice or App + Activate with Motion - Matter Compatible,https://a.co/d/5TWPH9J,"Lighting, Plugs and Switchs",Smart Ceiling Light
338,WiZ,"Devin - smarte LED WiZ Panel Pendelleuchte, große Funktionsvielfalt per App und Sprachsteuerung, Ø45cm, 30 Watt, 3100 Lumen, 2700 (warmweiß) bis 6500 (kaltweiß) Kelvin in nickel [Energy Class A+]",https://amzn.eu/d/8AhRmAV,"Lighting, Plugs and Switchs",Smart Ceiling Light
339,WiZ,WiZ Color 6-Inch Smart Retrofit Downlight - Pack of 4-2700K- 6500K - 1150 Lumen - Indoor - Connects to Your Existing Wi-Fi - Control with Voice or App + Activate with Motion - Matter Compatible,https://a.co/d/5iZ2Mbj,"Lighting, Plugs and Switchs",Smart Ceiling Light
340,Philips Hue,Philips Hue Lightstrip Plus base V4 80 inch,https://www.philips-hue.com/en-us/p/hue-white-and-color-ambiance-lightstrip-plus-base-v4-80-inch/046677555337,"Lighting, Plugs and Switchs",Smart Lightstrip
341,Satco Starfish,"Starfish WiFi Smart LED, 6 Foot RGBW Indoor Tape Light Strip",https://satcostarfish.com/products/satco-starfish-wifi-smart-led-6-foot-color-changing-indoor-tape-light-strip,"Lighting, Plugs and Switchs",Smart Lightstrip
342,WIZ,WIZ Bar Linear Light,https://www.wizconnected.com/en-us/p/portable-light-bar-linear-light/046677604332,"Lighting, Plugs and Switchs",Smart Lightstrip
343,Nanoleaf,Nanoleaf Lines 90 Degrees Smarter Kit (4 LED Light Lines),https://www.apple.com/shop/product/HQEK2LL/A/nanoleaf-lines-90-degrees-smarter-kit-4-led-light-lines?fnode=1a513d7288180f449391bd9973d8b99e043dacb82cef07b5a26550e5aa00ff5e345235ed2585defbb3af41d9a3b2587ea7f70aec5b4046e05ae2d3132c4bfbdfdb51a206ce019517304e64ef02b883fecb9fdab5a0d3a30ccd967eff81b8bf42675646ccd7eaffb004948f6d1e8cc0c5&fs=f%3Daccesssecurity-doorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d%252B45ae,"Lighting, Plugs and Switchs",Smart Lightstrip
344,Nanoleaf,"Nanoleaf Essentials Matter 80"" Smart LED Lightstrip (2m) - Smarter Kit",https://www.apple.com/shop/product/HQWX2ZM/A/Nanoleaf%20Essentials%20Matter%2080%22%20Smart%20LED%20Lightstrip%20(2m)%20-%20Smarter%20Kit?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Lightstrip
345,Nanoleaf,Nanoleaf Essentials 40” Lightstrip Expansion,https://www.apple.com/shop/product/HPN62ZM/A/nanoleaf-essentials-40-lightstrip-expansion?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Lightstrip
346,WIZ,Light Strip Outdoor LED Strip 16.4ft - WiZ Connected,https://www.wizconnected.com/en-us/p/light-strip-outdoor-led-strip-164ft/046677604738,"Lighting, Plugs and Switchs",Smart Lightstrip
347,Philips Hue,Philips Hue Outdoor Lightstrip 5M,https://www.apple.com/shop/product/HQ2N2ZM/A/philips-hue-outdoor-lightstrip-5m?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Lightstrip
348,LIFX,"LIFX - Lightstrip - Color Zones 80""",https://www.google.com/shopping/product/r/US/531942211633192195?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_lights_LIFX%20Lightstrip%20Color%20Zones%2080%22,"Lighting, Plugs and Switchs",Smart Lightstrip
349,Philips Hue,Philips Hue Play light bar double pack,https://www.philips-hue.com/en-us/p/hue-white-and-color-ambiance-play-light-bar-double-pack/7820231U7,"Lighting, Plugs and Switchs",Smart light bar
350,Philips Hue,Philips Hue Play White and Color Ambience Light Bar (2-pack),https://www.apple.com/shop/product/HNRR2ZM/A/philips-hue-play-white-and-color-ambience-light-bar-2-pack?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart light bar
351,Philips Hue,Philips Hue Gradient Signe Floor Light,https://www.apple.com/shop/product/HPVN2Z/A/philips-hue-gradient-signe-floor-light?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart light bar
352,Philips Hue,Philips Hue Go Portable Table Lamp,https://www.apple.com/shop/product/HQEH2ZM/A/philips-hue-go-portable-table-lamp?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Lamp
353,Philips Hue,Philips Hue Gradient Signe Table Lamp,https://www.apple.com/shop/product/HQEF2ZM/A/philips-hue-gradient-signe-table-lamp?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Lamp
354,Philips Hue,Philips Hue Signe gradient table lamp,https://www.philips-hue.com/en-us/p/hue-white-and-color-ambiance-signe-gradient-table-lamp/046677803490,"Lighting, Plugs and Switchs",Smart Lamp
355,Philips Hue,Philips Hue Bloom table lamp,https://www.philips-hue.com/en-us/p/hue-white-and-color-ambiance-bloom-table-lamp/046677560188,"Lighting, Plugs and Switchs",Smart Lamp
356,Philips Hue,Philips Hue Go portable accent light,https://www.philips-hue.com/en-us/p/hue-white-and-color-ambiance-go-portable-accent-light/7602031U7,"Lighting, Plugs and Switchs",Smart Lamp
357,Eve,Eve Flare Portable Smart LED Lamp,https://www.apple.com/shop/product/HQEL2ZM/A/Eve%20Flare%20Portable%20Smart%20LED%20Lamp?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Lamp
358,Nanoleaf,Nanoleaf Shapes Hexagons,https://www.apple.com/shop/product/HPE42ZM/A/nanoleaf-shapes-hexagons?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Lamp
359,Nanoleaf,Nanoleaf Shapes Triangles Smarter Kit (9 LED Light Panels),https://www.apple.com/shop/product/HQEJ2LL/A/nanoleaf-shapes-triangles-smarter-kit-9-led-light-panels?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Lamp
360,Nanoleaf,Nanoleaf Shapes - Hexagons Smarter Kit (7 Panels),https://www.google.com/shopping/product/1770992192953469111?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_lights_Nanoleaf%20Shapes%20Hexagons%20Smarter%20Kit,"Lighting, Plugs and Switchs",Smart Lamp
361,Nanoleaf,Nanoleaf Shapes Triangles Smarter Kit (7 Panels),https://www.google.com/shopping/product/2791304832678269688?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_lights_Nanoleaf%20Shapes%20Triangles%20Smarter%20Kit,"Lighting, Plugs and Switchs",Smart Lamp
362,Philips Hue,Philips 562785 Hue White & Color Ambiance A19 Bluetooth LED Smart Bulbs (3-pack),https://www.google.com/shopping/product/18083221843246777012?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_lights_Philips%20Hue%20White%20&%20Color%20Ambiance%20A19%20LED%20Smart%20Bulbs%20(3%20pack),"Lighting, Plugs and Switchs",Smart Bulb
363,Philips Hue,"Philips Hue Smart 40W B39 Candle-Shaped LED Bulb - White and Color Ambiance Color-Changing Light - 1 Pack - 450LM - E12 - Control with Hue App - Works with Alexa, Google Assistant and Apple Homekit",https://a.co/d/2g8fmL8,"Lighting, Plugs and Switchs",Smart Bulb
364,Philips Hue,"Philips Hue Smart 40W B39 Candle-Shaped LED Bulb - White and Color Ambiance Color-Changing Light - 1 Pack - 450LM - E12 - Control with Hue App - Works with Alexa, Google Assistant and Apple Homekit",https://a.co/d/4k9HGd0,"Lighting, Plugs and Switchs",Smart Bulb
365,Philips Hue,Hue BR30 - E26 smart bulb,https://www.philips-hue.com/en-us/p/hue-white-br30---e26-smart-bulb/046677538156,"Lighting, Plugs and Switchs",Smart Bulb
366,Philips Hue,Philips Hue Dimmable LED Smart Spot Light (Compatible with Amazon Alexa Apple HomeKit and Google Assistant),https://www.amazon.com/Philips-Hue-Ambiance-Compatible-Assistant/dp/B014H2OZ3O,"Lighting, Plugs and Switchs",Smart Bulb
367,Philips Hue,"Philips Hue White and Color Ambiance BR30 LED Smart Bulbs (Bluetooth Compatible), Compatible with Alexa, Google Assistant, and Apple HomeKit, 1-Pack",https://a.co/d/3ZSfHgI,"Lighting, Plugs and Switchs",Smart Bulb
368,Philips Hue,Hue White and Color Ambiance Bulb GU10 - smart spotlight,https://www.philips-hue.com/en-sg/p/hue-white-and-color-ambiance-gu10---smart-spotlight/8719514339927,"Lighting, Plugs and Switchs",Smart Bulb
369,Philips Hue,Hue A19 - E26 smart bulb - 75 W,https://www.philips-hue.com/en-us/p/hue-white-a19---e26-smart-bulb---75-w/046677563004,"Lighting, Plugs and Switchs",Smart Bulb
370,Philips Hue,Philips Hue White & Color Ambiance Lightguide Ellipse A19 Bulb,https://www.apple.com/shop/product/HQYA2ZM/A/philips-hue-white-color-ambiance-lightguide-ellipse-a19-bulb?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Bulb
371,Philips Hue,Philips Hue White and Color Ambiance Bulb,https://www.philips-hue.com/en-us,"Lighting, Plugs and Switchs",Smart Bulb
372,Satco Starfish,"Starfish PAR38 WiFi Smart LED, 15 Watt, RGBW and Tunable White Flood Light",https://satcostarfish.com/products/starfsih-wi-fi-15w-led-par38-rgb-and-tunable-white-flood-light,"Lighting, Plugs and Switchs",Smart Bulb
373,Satco Starfish,Satco Starfish Wi-Fi 9.5W LED A19 RGB and Tunable White Smart Bulb,https://www.homecontrols.com/SATCO-Starfish-Wi-Fi-LED-A19-Tunable-RGBW-Smart-Bulb-SFS11252,"Lighting, Plugs and Switchs",Smart Bulb
374,Satco Starfish,Satco Starfish Wi-Fi 4.5W LED G25 Tunable White Filament Globe Bulb,https://www.homecontrols.com/SATCO-Starfish-Wi-Fi-LED-G25-Tunable-White-Filament-Globe-Bulb-SFS11251,"Lighting, Plugs and Switchs",Smart Bulb
375,Satco Starfish,"Satco Starfish BR30 WiFi Smart LED, 9.5 Watt, Tunable White Light Bulb - 2-Pack",https://satcostarfish.com/products/copy-of-starfish-a19-10-watt-wifi-smart-led-color-changing-light-bulb-2-pack,"Lighting, Plugs and Switchs",Smart Bulb
376,Nanoleaf,Nanoleaf Essentials Matter A19 Smart Bulb - Thread & Matter-Enabled Smart LED Light Bulb - White and Color (3 Pack),https://www.apple.com/shop/product/HQGL2ZM/A/Nanoleaf%20Essentials%20Matter%20A19%20Smart%20Bulb%20-%20Thread%20&%20Matter-Enabled%20Smart%20LED%20Light%20Bulb%20-%20White%20and%20Color%20(3%20Pack)?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Ddoorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d,"Lighting, Plugs and Switchs",Smart Bulb
377,WIZ,WIZ Filament Globe Clear 25W G25 E26,https://www.wizconnected.com/en-us/p/filament-bulb-filament-globe-clear-25w-g25-e26/046677604707,"Lighting, Plugs and Switchs",Smart Bulb
378,WIZ,WIZ Filament Globe Clear 25W ST19 E26,https://www.wizconnected.com/en-us/p/filament-bulb-filament-globe-clear-25w-st19-e26/046677604714,"Lighting, Plugs and Switchs",Smart Bulb
379,WIZ,WIZ Bulb 60W A19 E26,https://www.wizconnected.com/en-us/p/modern-bulb-bulb-60w-a19-e26/046677603441,"Lighting, Plugs and Switchs",Smart Bulb
380,WIZ,WIZ Bulb 100W A21 E26,https://www.wizconnected.com/en-us/p/modern-bulb-bulb-100w-a21-e26/046677603519,"Lighting, Plugs and Switchs",Smart Bulb
